ID,Toidukood,ToidunimiEST,ToidunimiENG,ToidunimiLAT,Sunonuumid,Toidugrupp,Allikas,EnergiashkiudainedkJ,Energiashkiudainedkcal,Susivesikudimenduvadg,Rasvadg,Valgudg,Alkoholg,Vesig,Tuhkg,Susivesikudkokkug,Kiudainedg,Tarklisg,Sahharoosg,Laktoosg,Maltoosg,Glukoosg,Fruktoosg,Galaktoosg,Rasvhappedkokkug,Kullastunudrasvhappedg,Monokullastumatarasvhappedg,Polukullastumatarasvhappedg,Transrasvhappedg,PalmitiinhapeC16g,SteariinhapeC18g,LinoolhapeC182g,LinoleenhapeC183g,Kolesteroolmg,Naatriummg,Kaaliummg,Kaltsiummg,Magneesiummg,Fosformg,Raudmg,Tsinkmg,Vaskmg,Mangaanmg,Joodug,Seleenug,Kroomug,Nikkelug,VitamiinARE,Retinoolug,BeetakaroteeniekvivalentBCE,VitamiinDug,VitamiinD3ug,VitamiinEaTE,VitamiinKug,VitamiinB1mg,VitamiinB2mg,NiatsiiniekvivalentkokkuNE,Niatsiinmg,Niatsiiniekvivtruptofaanistmg,Pantoteenhapemg,VitamiinB6mg,Biotiinug,Folaadidug,VitamiinB12ug,VitamiinCmg,Soolaekvivalentmg
1447,15751,Riisi-tuunikalapirukas,Rice and tuna pie,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1436.170044,343.2449951,23.06739998,24.22330093,8.178580284,0,40.12820053,1.149590015,24.15810013,1.090739965,22.85379982,0.05314,0.075000003,0,0.044879999,0.059379999,0,19.32600021,9.256340027,8.310950279,5.289830208,0.125,6.033060074,0.864376009,3.898230076,1.180600047,31.60000038,282.2569885,143.5440063,9.344539642,17.06419945,101.5680008,1.287060022,0.750940025,0.112938002,1.07881999,6.780970097,11.86120033,4.340099812,6.377120018,210.3450012,210.3450012,0,3.703500032,0.101499997,3.381069899,18.77799988,0.086592004,0.0375375,3.795409918,1.91087997,0.122500002,0.229459003,0.102729999,1.576099992,8.37899971,0.992500007,0,705.6430054
1448,15750,Riisi-munapirukas,Rice and egg pie,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1393.920044,333.1459961,24.57979965,23.4109993,5.916800022,0,42.24700165,0.733834982,25.73839951,1.158650041,24.30559921,0.056650002,0.078000002,0,0.096550003,0.063050002,0,21.50600052,9.530460358,8.558719635,3.801320076,0.129999995,6.217150211,0.875310004,2.599430084,1.078549981,72,184.7890015,78.81500244,16.58670044,11.58199978,79.55500031,0.806100011,0.622650027,0.09313,1.138749957,5.569320202,7.21694994,2.825500011,6.431950092,260.6000061,156.6000061,0,3.180000067,0.579999983,3.591840029,19.65999985,0.104704998,0.0894375,1.95607996,0.328642011,0.699999988,0.400591999,0.055456001,3.795759916,15.05809975,0.460000008,0,461.9719849
1449,85617,"Rosinakukkel, parmitaignast","Bun, raisin bun, made with yeast dough",,Saiake,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1578.949951,377.3699951,55.09550095,13.33600044,7.651500225,0,15.2159996,1.715299964,57.44850159,2.352999926,33.54000092,11.21850014,0.901000023,0,3.792500019,3.718499899,0,12.21259975,1.459200025,7.525100231,3.877500057,0,0.855849981,0.304800004,2.599499941,0.887099981,33.84500122,421.6380005,218.3820038,40.11600113,20.8920002,113.5930023,1.025900006,0.814400017,0.160600007,0.400249988,6.508250237,8.345000267,1.850000024,6.524000168,28.14900017,27.92000008,2.758630037,0.261000007,0.261000007,2.380049944,16.70800018,0.202055007,0.126711994,3.145639896,0.843837023,0.442499995,0.499440014,0.086199999,4.355999947,51.82500076,0.278400004,0.104999997,1054.099976
1450,83617,"Rullbiskviit, moosiga",Swiss roll with jam,,Keedis,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1134.52002,271.1499939,50.29000092,4.21999979,6.68200016,0,33.70000076,0.56190002,51.52199936,1.231999993,13.91699982,27.58399963,0,0,4.546999931,4.278999805,0,3.267999887,1.060199976,1.563199997,0.849799991,0,0.752600014,0.269600004,0.611000001,0.0506,136.8000031,65.99700165,111.8399963,31.05999947,11.70800018,106.4199982,1.300300002,0.720799983,0.08568,0.479600012,9.43999958,9.187999725,1.769999981,7.943500042,100.2259979,99.94000244,3.440000057,1.101999998,1.101999998,0.795599997,0.30399999,0.102289997,0.157800004,1.936210036,0.172040001,1.330000043,0.558399975,0.048239999,6.353600025,22.09499931,0.874000013,1.950000048,164.9920044
1451,14350,Sacher tort,Sacher cake,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1516.300049,362.3959961,39.55899811,19.82500076,6.000999928,0,31.09000015,0.966000021,40.5909996,1.031999946,6.980000019,24.47400093,1.202000022,0,3.296999931,3.605999947,0,11.28199959,9.166000366,6.961999893,2.286000013,0.059999999,5.160200119,2.418200016,1.580800056,0.569199979,96.59999847,140.6649933,158.1600037,82.75800323,20.44199944,124.7929993,1.114099979,0.83039999,0.115599997,0.306400001,13.53600025,6.427999973,3.280999899,19.45499992,184.8820038,183.75,13.64000034,1.924999952,0.725000024,2.155999899,9.199999809,0.041000001,0.094049998,1.226400018,0.111299999,0.875,0.415199995,0.03204,3.50999999,11.17500019,0.574999988,0.550000012,351.6629944
1452,13010,"Parmitaignakukkel (2,5% piim)","Roll, made with yeast dough (2.5% milk)",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1253.439941,299.5710144,42.37960052,10.43859959,7.643000126,0,32.86000061,0.73299998,44.48260117,2.102999926,33.54000092,7.039000034,1.620000005,0,0.074600004,0.105999999,0,9.003199577,4.295100212,3.551199913,1.761100054,0.050000001,2.6868999,0.433999985,1.258100033,0.444299996,28.46999931,84.47699738,149.4140015,47.43600082,17.44000053,110.7409973,0.655300021,0.78579998,0.118139997,0.261500001,7.846000195,7.181000233,1.381000042,6.974400043,106.7850037,106.435997,4.199999809,1.208799958,0.208800003,1.532400012,7.797599792,0.193269998,0.105120003,3.112449884,0.791944981,0.476999998,0.497759998,0.069632001,4.213600159,51.00600052,0.291599989,0.075000003,211.1929932
1453,13013,Parmitaignakukkel (vesi),"Roll, made with yeast dough (water)",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1014.679993,242.5090027,42.0320015,4.337999821,7.010000229,0,38.06000137,1.144999981,44.59000015,2.558000088,41.75600052,0.066,0.012,0,0.066,0.131999999,0,3.04399991,1.497400045,1.338400006,0.960600019,0.02,1.000200033,0.125200003,0.757000029,0.206200004,0,306.9869995,124.0230026,10.92500019,16.75200081,81.60700226,0.548099995,0.708700001,0.138960004,1.385100007,2.221999884,6.74849987,0.753000021,7.463500023,32,32,0,0.400000006,0,0.699199975,3,0.218539998,0.075750001,3.246999979,0.878899992,0,0.375999987,0.061439998,2.923199892,47.90999985,0,0,767.4660034
1454,83629,"Sefiirikook, liivataignapohjal","Divinity cake, made with butter cookie dough",,Sefiirikorvike / Sefiirikoogike,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1823.030029,435.7030029,65.23950195,16.85980034,4.732269764,0,8.670909882,0.627090991,66.45130157,1.211820006,17.40550041,44.86360168,0.295455009,0,1.36582005,1.320000052,0,14.08180046,7.267819881,6.038000107,2.536910057,0.090909101,4.55245018,0.931091011,1.749089956,0.761454999,15.10910034,132.7799988,91.11090088,20.80550003,11.03730011,49.09999847,0.482636005,0.35800001,0.080054604,0.361636013,3.339999914,3.856359959,3.412729979,10.86180019,155.852005,155.4550018,4.790909767,1.889089942,0.070909098,2.375730038,13.75360012,0.051541802,0.0287455,1.247650027,0.187727004,0.332363993,0.154799998,0.0190145,1.129639983,4.122729778,0.082181796,0.597727001,331.9500122
1455,14012,"Sibulapirukas (piim R2,5%)",Onion pie (4.2% milk),,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1388.199951,331.7799988,21.07649994,24.87249947,5.728000164,0,42.50400162,0.968999982,22.60650063,1.529999971,18.95999908,0.709999979,0.064499997,0,0.681999981,0.660000026,0,23.2329998,8.987999916,10.11450005,4.512499809,0.159500003,5.580999851,0.911000013,3.000999928,1.277999997,19.14500046,186.4989929,144.1799927,69.625,13.30000019,88.44999695,0.508099973,0.662999988,0.093450002,0.399399996,3.110500097,5.147999763,3.113500118,7.619999886,197.5149994,196.625,10.64249992,2.277699947,0.127700001,3.707649946,23.85199928,0.132265002,0.042750001,2.041280031,0.476424992,0.490999997,0.224079996,0.089639999,1.477599978,12.87749958,0.195999995,1,466.2460022
1456,14053,Suhkrukook,Sugar cake,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1310.579956,313.2279968,55.41350174,6.387499809,7.457499981,0,28.11849976,0.553600013,56.09249878,0.67900002,21.12800026,33.97700119,0.0135,0.016000001,0.237000003,0.041999999,0,5.293499947,2.103699923,2.290199995,1.047799945,0.039000001,1.312100053,0.466100007,0.738499999,0.063100003,175.4700012,72.95400238,92.51799774,32.49399948,10.29300022,125.9319992,1.490200043,0.802349985,0.075159997,0.077100001,15.16250038,10.60050011,1.554999948,2.927000046,136.8300018,136.2599945,6.855000019,1.396499991,1.396499991,0.976100028,0.488999993,0.09065,0.196012005,2.068730116,0.152404994,1.681499958,0.666999996,0.055679999,7.877600193,26.62870026,1.103999972,0,182.3849945
1457,14360,Tosca kook,Tosca cake,,,"Koogid, tordid, Cakes, tarts, Пирожные, торты , ",Toidu koostise andmebaas,1962.52002,469.0409851,41.85749817,30.45999908,6.486499786,0,17.0340004,0.884750009,43.56349945,1.70599997,14.14700031,26.84700012,0.752499998,0,0.067000002,0.044,0,28.47270012,15.94830036,10.5770998,2.19810009,0.772000015,7.856400013,2.654550076,1.817999959,0.1734,107.612999,180.602005,141.2230072,51.27899933,32.54899979,120.8899994,0.927850008,0.716549993,0.147149995,0.256399989,5.925000191,5.532999992,2.805999994,14.90499973,244.6869965,233.8950043,129.8099976,0.524999976,0.524999976,2.96329999,2.292000055,0.0559,0.0879125,1.650159955,0.363736987,0.935750008,0.262739986,0.032099999,5.611800194,9.987500191,0.384299994,0.008125,451.506012
1458,14260,"Voisai, parmitaignast (margariin R80%, piim R2,5%)","Bun, butter bun, made with yeast dough (80% margarine, butter)",,Saiake,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1440.680054,344.321991,36.10900116,18.3579998,7.675000191,0,30.98800087,0.8829,38.24700165,2.138000011,34.17200089,0.054000001,1.702999949,0,0.071999997,0.108000003,0,16.53580093,7.713600159,6.461800098,2.976000071,0.100000001,4.893799782,0.708899975,2.069000006,0.843800008,24.23500061,143.345993,150.3999939,48.02000046,17.57999992,110.0999985,0.611999989,0.779699981,0.118600003,0.266200006,7.934000015,7.06799984,2.160000086,7.842000008,183.8899994,183.5299988,4.340000153,2.174000025,0.173999995,2.713399887,15.29599953,0.195230007,0.100911997,3.12480998,0.798788011,0.442499995,0.489120007,0.06944,4.047999859,50.55749893,0.26820001,0.077500001,358.3649902
1459,14190,Vahukooretort,Whipped cream cake,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1158.829956,276.9599915,29.77300072,15.46800041,4.242000103,0,46.81949997,0.532400012,30.80500031,1.031999946,5.830500126,18.27300072,0.929499984,0,2.555999994,2.319999933,0,14.29100037,8.240599632,5.106100082,1.046900034,0.514500022,3.839299917,1.393300056,0.862500012,0.114799999,86.55999756,41.33549881,116.5830002,43.23899841,17.20599937,78.31700134,0.669550002,0.497500002,0.076020002,0.322100013,6.822500229,4.012000084,1.507500052,9.401000023,148.3710022,142.8999939,65.91600037,0.519999981,0.469999999,1.693099976,2.132499933,0.06814,0.131724998,1.287899971,0.262250006,0.7755,0.311850011,0.041250002,5.081299782,12.18500042,0.386000007,1.74000001,103.3389969
1460,85649,"Vahvlid, oliga","Waffles, fried in oil",,Vahvel,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1390.589966,332.3519897,43.68500137,13.80300045,7.381000042,0,30.3579998,0.636600018,45.15499878,1.470000029,26.54400063,14.01399994,2.967999935,0,0.075000003,0.083999999,0,12.89080048,2.175800085,7.502999783,3.690799952,0,1.148399949,0.426999986,2.442500114,0.838400006,44.36000061,41.04999924,144.8079987,77.89399719,15.87800026,115.5419998,0.620100021,0.641200006,0.093099996,0.197400004,12.67000008,7.116000175,0.545000017,4.724999905,43.60950089,42.93000031,8.013250351,0.319000006,0.319000006,2.26699996,16.2859993,0.149729997,0.069975004,2.490499973,0.342550009,0.805000007,0.461120009,0.055360001,3.025599957,13.46249962,0.488200009,0.140000001,102.625
1461,14140,"Viinisai, parmitaignast","Bun, Vienna bun, made with yeast dough",,Saiake,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1447.76001,346.0150146,36.03900146,18.86400032,7.211999893,0,31.62000084,0.881600022,37.85499954,1.815999985,25.36000061,6.81099987,1.120000005,0,1.407999992,1.351999998,0,17.11199951,7.748000145,6.760000229,3.059999943,0.100000001,4.972000122,0.741999984,2.10800004,0.843999982,59.29999924,156.0140076,139.2590027,40.86700058,15.66499996,109.1330032,0.821449995,0.790000021,0.103689998,0.317999989,7.943999767,7.43599987,2.529999971,8.215999603,207.397995,207.0800018,3.832000017,2.463999987,0.463999987,2.856800079,15.28800011,0.162959993,0.13335,2.76335001,0.697849989,0.709999979,0.531199992,0.06656,5.311999798,53.43000031,0.451999992,0.439999998,390.0339966
1462,85630,"ouna-kodujuustukook (rasvata, piim R2,5%)",Apple and cottage cheese cake,,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,663.0579834,158.470993,17.61899948,5.724199772,8.236000061,0,65.23000336,0.93900001,19.08499908,1.465999961,5.228000164,8.682999611,0.754999995,0,1.024999976,1.680999994,0.209999993,5.008999825,1.602399945,2.717600107,0.850499988,0.035,0.887099981,0.310799986,0.760299981,0.037999999,40.97499847,146.1759949,142.776001,51.48199844,21.50099945,110.223999,0.595600009,0.54339999,0.089340001,0.155900002,6.102499962,4.370500088,0.764999986,8.696000099,40.90769958,39.09999847,21.78000069,0.289999992,0.289999992,1.542400002,0.25999999,0.034680001,0.091925003,1.795330048,0.26897499,1.852499962,0.232800007,0.034139998,4.390799999,8.797499657,0.460999995,0.533500016,339.1900024
1463,84736,"ounapirukas, parmitaignast","Apple pie, made with yeast dough",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1406.089966,336.0559998,48.20399857,12.9829998,5.02850008,0,25.60420036,0.856299996,50.80020142,2.596199989,26.0401001,18.65500069,0.017999999,0,1.10650003,2.334199905,0,11.94239998,1.974099994,7.04090023,3.489799976,0.052000001,1.084400058,0.374900013,2.339999914,0.811200023,19.76000023,179.4080048,149.5720062,14.54800034,14.43200016,66.06600189,0.646000028,0.543560028,0.112949997,0.530449986,2.230999947,5.172200203,0.99000001,5.483500004,27.63089943,25.19499969,29.3239994,0.136500001,0.136500001,2.176300049,15.23799992,0.088335998,0.051265001,1.886639953,0.562170029,0.1611,0.249732003,0.047111999,1.997400045,23.18549919,0.103500001,0.714399993,448.519989
1464,83607,"ounakook, biskviittaignast","Apple pie, made with sponge pastry",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1120.859985,267.8859863,45.51599884,5.511000156,7.97300005,0,37.08000183,0.582799971,46.47100067,0.954999983,10.76399994,33.21099854,0,0,0.587000012,0.934000015,0,4.300000191,1.394299984,2.044800043,1.092700005,0,0.988900006,0.355399996,0.778500021,0.065899998,180,66.36699677,117.2259979,32.14799881,11.43599987,124.098999,1.508700013,0.850000024,0.080700003,0.097900003,10.89000034,11.2670002,1.095000029,3.305999994,132.1470032,131.5,7.800000191,1.450000048,1.450000048,1.052399993,0.400000006,0.06244,0.139750004,1.896999955,0.184100002,1.75,0.542999983,0.050159998,6.229800224,19.43000031,1.149999976,0.284999996,165.9170074
1465,14051,"ounakook, liivataignapohjal","Apple pie, butter cookie dough base",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1671.359985,399.45401,49.56850052,18.86849976,6.597499847,0,17.32500076,0.796500027,51.86849976,2.299999952,25.32999992,20.64999962,0.059999999,0,1.148499966,2.329999924,0,16.89699936,7.492499828,6.785999775,3.169500113,0.100000001,4.90350008,0.709500015,2.198499918,0.857500017,70.19999695,146.4600067,150.7899933,19.53499985,14.22500038,86.01000214,0.935500026,0.628000021,0.11665,0.232999995,5.320000172,7.869999886,2.787499905,7.276500225,212.904007,211.2850037,19.5,2.565500021,0.565500021,3.01850009,15.15600014,0.088500001,0.069174998,1.996399999,0.370649993,0.682500005,0.337199986,0.048239999,2.885999918,11.95250034,0.448500007,0.712499976,366.1499939
1466,14155,"ounakook, muretaignapohjal, puisteseguga","Apple pie, shortcrust pastry base",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1150.689941,275.0159912,38.61800003,11.92469978,2.354500055,0,41.97000122,0.464599997,40.23649979,1.618499994,12.3760004,22.6515007,0.041999999,0,1.117499948,2.378999949,0,10.82600021,4.924250126,4.267199993,1.955649972,0.07,3.205149889,0.415100008,1.347550035,0.586049974,7.199999809,87.30400085,99.93399811,7.031000137,7.778999805,28.9659996,0.36469999,0.220400006,0.064439997,0.138449997,1.149999976,2.479500055,2.095499992,4.587999821,118.9430008,117.2600021,20.28000069,1.457999945,0.057999998,1.905200005,10.51599979,0.075355001,0.0269625,1.022549987,0.283475012,0.07,0.145199999,0.0352,0.74119997,6.202499866,0.046,1.481999993,218.2599945
1467,85648,"ounakook, kupsetatud pannil, kaerahelvestaga","Apple pie, baked on pan, with crumble mix",,,"Kupsetised ja taidised kupsetistele, Baked products and bakery fillings, Выпечка и начинка для выпечки , ",Toidu koostise andmebaas,1276.449951,305.071991,37.02659988,15.56849957,3.30340004,0,39.46379852,0.516099989,38.87779999,1.851199985,12.43120003,21.03899956,0.795000017,0,0.879000008,1.842200041,0,15.06739998,1.49119997,9.237500191,4.585700035,0,0.856700003,0.310699999,3.032500029,1.091500044,15.67500019,36.57149887,119.6090012,30.94300079,14.64900017,79.44950104,0.698050022,0.478760004,0.070330001,0.431499988,3.839999914,2.641200066,0.829999983,11.08399963,15.80739975,14.27000046,18.51600075,0.115999997,0.115999997,2.798599958,21.31900024,0.043016002,0.024514999,0.939014971,0.217244998,0.416099995,0.183431998,0.029772,1.41900003,5.842999935,0.155000001,0.590650022,91.42870331
1468,83675,Asuu (oli),Azuu,,Azuu,"Keedetud ja hautatud liharoad, Boiled and stewed meat dishes, Вареные и тушеные мясные блюда , ",Toidu koostise andmebaas,669.8870239,160.1029968,7.363599777,9.821499825,10.28569984,0,69.61049652,1.28579998,8.17029953,0.806699991,6.235300064,0.124799997,0.171000004,0,0.35769999,0.444799989,0,4.488689899,3.312400103,4.615950108,1.585839987,0.01125,1.609799981,1.223449945,0.958270013,0.358799994,32.64599991,150.9450073,400.3519897,14.27120018,22.70299911,108.112999,1.21389997,2.158210039,0.100635,0.131119996,2.053149939,9.128399849,1.608999968,4.861999989,17.49600029,12.36800003,61.63069916,0.243799999,0,0.865019977,5.749400139,0.034567501,0.045442499,3.615230083,2.211699963,0.242799997,0.293460011,0.137585998,0.760829985,9.458749771,0.841499984,1.349850059,377.3609924
1469,85646,Guljass,Goulash,,,"Keedetud ja hautatud liharoad, Boiled and stewed meat dishes, Вареные и тушеные мясные блюда , ",Toidu koostise andmebaas,807.9130249,193.0910034,3.690500021,13.87539959,13.47249985,0,66.8710022,0.852199972,4.034500122,0.344000012,1.914999962,0.216499999,0.456,0,0.479999989,0.632499993,0,6.547599792,5.386400223,6.139900208,1.955649972,0.029999999,2.545049906,1.799499989,1.204550028,0.440200001,47.67599869,47.80099869,280.973999,21.82799911,18.48900032,129.1459961,1.309749961,2.818599939,0.08219,0.688199997,2.825000048,12.94799995,1.870000005,4.40500021,35.85219955,28.02899933,94.18900299,0.333900005,0,1.064200044,6.21600008,0.037939999,0.054575,4.315149784,2.473449945,0.083999999,0.293280005,0.154709995,1.116299987,7.965000153,1.169999957,0.425999999,119.5029984
1470,84380,Kurzeme strooganov ,Kurzeme Stroganoff,,,"Keedetud ja hautatud liharoad, Boiled and stewed meat dishes, Вареные и тушеные мясные блюда , ",Toidu koostise andmebaas,489.7969971,117.060997,3.125999928,8.511500359,6.893499851,0,79.2460022,0.810899973,3.693500042,0.567499995,1.580000043,0.432500005,0.456,0,0.30250001,0.354999989,0,2.547600031,4.446249962,3.89470005,1.112149954,0.029999999,2.357350111,1.151600003,0.901950002,0.072149999,31.29599953,209.8990021,161.0240021,20.36000061,11.71500015,71.37599945,0.55369997,1.106600046,0.054450002,0.931249976,1.318500042,9.011500359,2.192500114,1.960000038,32.74010086,28.39999962,52.29000092,0.209999993,0,0.235400006,0.216000006,0.134100005,0.044574998,2.024399996,1.270849943,0.083999999,0.197579995,0.077100001,0.766499996,2.819999933,0.270500004,0.340000004,524.7470093
1471,84768,Strooganov (oli),Stroganoff,,,"Keedetud ja hautatud liharoad, Boiled and stewed meat dishes, Вареные и тушеные мясные блюда , ",Toidu koostise andmebaas,764.5219727,182.720993,1.942999959,14.70499992,10.78950024,0,71.24749756,0.905099988,2.440999985,0.497999996,0.662,0.338999987,0.284999996,0,0.335000008,0.301999986,0,4.59224987,5.826399803,7.866149902,2.738100052,0.018750001,3.346699953,1.71844995,2.081749916,0.338200003,47.00999832,112.5970001,245.8769989,17.88500023,16.375,105.7320023,0.774900019,1.788450003,0.069430001,0.578400016,1.279999971,14.32199955,3.174999952,1.470000029,120.0449982,23.85000038,1158.930054,0.360000014,0,0.926800013,4.635000229,0.216749996,0.070375003,3.247560024,2.151710033,0.052499998,0.293940008,0.121904999,1.20599997,4.567500114,0.424499989,0.296875,281.4909973
1472,84553,"Hakklihakaste, veisehakklihast (oliga)","Minced meat sauce, with minced beef",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,653.3599854,156.1529999,3.328299999,10.97780037,11.12590027,0,71.97299957,0.895500004,3.510799885,0.182500005,2.211999893,0.088500001,0.75999999,0,0.083499998,0.082000002,0,7.245999813,4.901549816,4.40530014,1.338850021,0.050000001,2.171950102,1.234699965,0.85374999,0.309450001,43.18970108,179.904007,158.1320038,23.54059982,10.55620003,83.03179932,1.132300019,2.058700085,0.039099999,0.036249999,1.267500043,8.591799736,1.930500031,1.93900001,43.60589981,40,43.39450073,0.200000003,0,0.787199974,4.860000134,0.034635,0.053462502,3.475130081,1.891350031,0.140000001,0.251700014,0.09324,0.560199976,4.197500229,1.059999943,0.112499997,449.7600098
1473,86111,"Hakklihakaste, seahakklihast (oliga)","Minced meat sauce, with minced pork",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,906.1099854,216.5599976,3.328299999,18.72780037,9.125900269,0,67.97299957,1.015499949,3.510799885,0.182500005,2.211999893,0.088500001,0.75999999,0,0.083499998,0.082000002,,7.245999813,8.161549568,7.590300083,2.278850079,0.050000001,4.26695013,2.209700108,1.648749948,0.309450001,46.18970108,176.904007,168.1320038,22.54059982,9.556200027,105.5319977,0.462300003,1.308699965,0.0101,0.03125,0.642499983,1.091799974,0.430500001,1.68900001,40.19490051,38,26.39450073,0.349999994,,0.817200005,4.860000134,0.164635003,0.083462499,2.635129929,1.401340008,0.140000001,0.071699999,0.165240005,0.560199976,2.94749999,0.375,0.112499997,442.2600098
1474,86112,"Hakklihakaste, segahakklihast (oliga)","Minced meat sauce, with mixed minced meat",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,784.3599854,187.4620056,3.328299999,14.97780037,10.12590027,0,67.47299957,0.895500004,3.510799885,0.182500005,2.211999893,0.088500001,0.75999999,0,0.083499998,0.082000002,0,7.245999813,6.196549892,6.270299911,1.993849993,0.050000001,3.106950045,1.514700055,1.523749948,0.339450002,43.18970108,179.904007,158.1320038,23.54059982,10.55620003,83.03179932,1.132300019,2.058700085,0.039099999,0.036249999,1.267500043,12.59179974,1.930500031,1.93900001,45.43980026,42,41.39450073,0.300000012,0,0.847199976,4.860000134,0.068635002,0.060962498,3.510129929,2.031339884,0.140000001,0.251700014,0.138239995,0.560199976,2.472500086,0.709999979,0.112499997,449.7600098
1475,84880,"Bolognese kaste, segahakklihast (praetud oliga)","Bolognese, with mixed minced meat",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,785.1550293,187.6519928,4.112500191,14.17599964,10.87849998,0,64.69400024,1.108150005,4.836999893,0.7245,0,1.48119998,0,0,0.961499989,1.006500006,0,5.50880003,3.697999954,7.236199856,2.807399988,0,2.200299978,1.231449962,2.064850092,0.519500017,37.61999893,208.1750031,265.5950012,17.9015007,14.50500011,84.09500122,1.504649997,2.352449894,0.057440002,0.056049999,5.943749905,13.64400005,2.46600008,4.827000141,61.91320038,4.559999943,690.6989746,0.342000008,0,1.797799945,8.524999619,0.128625005,0.092362501,4.734930038,2.96607995,0,0.36936,0.252519995,0.602400005,5.851500034,0.740999997,4.90749979,520.4379883
1476,85912,"Kanakaste, maitsestamata jogurtiga","Chicken sauce, with plain yoghurt",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,365.7799988,87.42140198,2.825999975,4.485499859,8.858499527,0,82.46499634,1.013499975,2.973500013,0.147499993,1.580000043,0.087499999,0.432000011,0,0.082500003,0.079999998,0.414000005,4.131999969,0.675750017,2.332000017,1.186750054,0.017999999,0.373250008,0.137500003,0.823249996,0.264750004,33.37599945,214.4100037,134.25,34.71500015,10.04500008,75.84999847,0.317499995,0.639999986,0.0583,1.280050039,3.137500048,4.926499844,2.262500048,3.595000029,7.146130085,6.929999828,2.554500103,0.07,0.07,0.597599983,5.257800102,0.039515,0.075037502,3.625250101,2.099930048,1.667000055,0.422399998,0.184799999,1.008399963,4.120500088,0.225199997,0.187999994,536.0250244
1477,84565,"Kanakaste (oli, hapukoor R20%)","Chicken sauce, with sour cream",,,"Kastmed, Sauces, Соусы , ",Toidu koostise andmebaas,500.6879883,119.6640015,2.645999908,6.748000145,12.06999969,0,77.7480011,1.14139998,2.750999928,0.104999997,1.896000028,0,0.60799998,0,0,0.006,0,6.396800041,2.824700117,2.581799984,1.054499984,0.039999999,1.239899993,0.45539999,0.771099985,0.223299995,53.17300034,234.8439941,133.8320007,21.64999962,10.56999969,84.29799652,0.412600011,0.755800009,0.075999998,0.019099999,0.958000004,6.820000172,1.965000033,3.900000095,36.63190079,34.90000153,20.83300018,0.100000001,0.100000001,0.470800012,4.188000202,0.02476,0.051350001,4.046700001,2.373699903,2.262000084,0.401639998,0.183840007,0.922200024,3.079999924,0.307999998,0.02,587.1099854
