ID,Toidukood,ToidunimiEST,ToidunimiENG,ToidunimiLAT,Sunonuumid,Toidugrupp,Allikas,EnergiashkiudainedkJ,Energiashkiudainedkcal,Susivesikudimenduvadg,Rasvadg,Valgudg,Alkoholg,Vesig,Tuhkg,Susivesikudkokkug,Kiudainedg,Tarklisg,Sahharoosg,Laktoosg,Maltoosg,Glukoosg,Fruktoosg,Galaktoosg,Rasvhappedkokkug,Kullastunudrasvhappedg,Monokullastumatarasvhappedg,Polukullastumatarasvhappedg,Transrasvhappedg,PalmitiinhapeC16g,SteariinhapeC18g,LinoolhapeC182g,LinoleenhapeC183g,Kolesteroolmg,Naatriummg,Kaaliummg,Kaltsiummg,Magneesiummg,Fosformg,Raudmg,Tsinkmg,Vaskmg,Mangaanmg,Joodug,Seleenug,Kroomug,Nikkelug,VitamiinARE,Retinoolug,BeetakaroteeniekvivalentBCE,VitamiinDug,VitamiinD3ug,VitamiinEaTE,VitamiinKug,VitamiinB1mg,VitamiinB2mg,NiatsiiniekvivalentkokkuNE,Niatsiinmg,Niatsiiniekvivtruptofaanistmg,Pantoteenhapemg,VitamiinB6mg,Biotiinug,Folaadidug,VitamiinB12ug,VitamiinCmg,Soolaekvivalentmg
1,1860,Aedoad,Green beans / Snap beans / Wax beans / String beans / French beans,Phaseolus vulgaris,Aeduba / Turgi oad / Turgi uba / Rohelised oad / Roheline uba,"Kaunviljad, Legume vegetables, Бобовые , ",Toidu koostise andmebaas,114.4000015,27.34160042,3.400000095,0.100000001,1.700000048,0,91,0.699999988,6.400000095,3,1,0.400000006,0,0,0.800000012,1.200000048,0,0.079999998,0,0,0.059999999,0,0,0,0,0,0,0,284,51,26,40,1.200000048,0.400000006,0.07,0.25,0.699999988,0.300000012,1.200000048,14,9,0,110,0,0,0.100000001,47,0.050000001,0.059999999,1.100000024,0.699999988,0.400000006,0.5,0.100000001,7,57,0,18,0
2,1720,"Aedoad, keedetud, soolata","Green beans / Snap beans / Wax beans / String beans / French beans, boiled, with salt",Phaseolus vulgaris,Aeduba / Turgi oad / Turgi uba / Rohelised oad / Roheline uba,"Kaunviljad, Legume vegetables, Бобовые , ",Toidu koostise andmebaas,117.8320007,28.16180038,3.502000093,0.103,1.751000047,0,90.73000336,0.721000016,6.592000008,3.089999914,1.029999971,0.412,0,0,0.824000001,1.235999942,0,0.061799999,0,0,0.061799999,0,0,0,0,0,0,0,292.519989,52.52999878,26.78000069,41.20000076,1.235999942,0.412,0.072099999,0.257499993,0.721000016,0.308999985,1.235999942,14.42000008,9.403900146,0,113.3000031,0,0,0.103,48.40999985,0.036049999,0.046349999,0.963050008,0.61285001,0.412,0.412,0.082400002,5.768000126,44.03250122,0,9.270000458,0
3,8535,Agar-agar,Agar,Gelidiella acerosa,Agar / Vetikas / Vetikad,"Kupsetus- ja tardained, tarklis, Cooking and firming agents, starch, Вещества для выпечки, загустители, крахмал , ",Toidu koostise andmebaas,1280.199951,305.9679871,70,0.300000012,2.299999952,0,19.89999962,3.200000048,75,5,67.09999847,,0,,,,,0.189999998,0.059999999,0,0.100000001,0,0.059999999,0,0,0,0,4,29,690,33,14,9,1,0.5,4.300000191,36000,0,,200,0,0,0,0,0,0,24,0,0,0.400000006,0,0.400000006,0,0,0,0,0,0,10
4,7140,"Ahven, varske ","Perch, fresh",Perca fluviatilis,Ahvenas / Vops / Kala,"Kala (varske, kulmutatud, kuumtootlemata), Fish (fresh, frozen, uncooked), Рыба (свежая, замороженная, без термической обработки) , ",Toidu koostise andmebaas,358.7999878,85.75319672,0,0.600000024,19.79999924,0,78.59999847,1,0,0,0,0,0,0,0,0,0,0.400000006,0.100000001,0.100000001,0.200000003,0,0.100000001,0,0,0,92,33,389,16,27,219,0.239999995,0.519999981,0,0.059999999,8,28,8.600000381,8,15,15,0,8,8,0.74000001,0,0.150000006,0.109999999,8.899999619,5.300000191,3.599999905,0.360000014,0.469999999,5,12,3.5,0,82.5
5,3160,Ananass ,Pineapple ,Ananas comosus,-,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,195.5,46.72449875,10.10000038,0.200000003,0.400000006,0,86.5,0.400000006,11.30000019,1.200000048,0,5.5,0,0,2,2.5,0,0.100000001,0,0,0.100000001,0,0,0,0,0,0,2,160,18,16,10,0.200000003,0.100000001,0.109999999,0.5,0,0,11,16,1.493999958,0,18,0,0,0.100000001,0.209999993,0.079999998,0.029999999,0.400000006,0.300000012,0.100000001,0.159999996,0.090000004,0.300000012,5,0,12,5
6,3290,"Ananass, konserveeritud, vedelikuta","Pineapple, canned, drained",Ananas comosus,Ananassikonserv,"Puuvilja- ja marjakonservid ja -kompotid, Fruit and berry preserves and compotes, Фруктовые и ягодные консервы и компоты , ",Toidu koostise andmebaas,256.3999939,61.27959824,14.39999962,0,0.400000006,0,84.5,0.300000012,15,0.600000024,0,5,0,0,5,4.400000095,0,0,0,0,0,0,0,0,0,0,0,1.5,75,7,12,5,0.349999994,0.100000001,0,0.899999976,0,0,4,15,0.995999992,0,12,0,0,0.059999999,0.699999988,0.079999998,0.01,0.300000012,0.200000003,0.100000001,0.090000004,0.079999998,0.100000001,1,0,12,3.75
7,8658,Ananassi-laimismuuti,Pineapple-lime smoothie,-,-,"Puu- ja koogiviljamahlad (taismahlad, nektarid), Fruit and vegetable juices (pure juices, nectars) , Фруктовые и овощные соки (натуральные соки, нектары) , ",Toidu koostise andmebaas,223.8999939,53.51210022,10,0.300000012,1.200000048,0,84.5,0.430000007,12.80000019,2.799999952,1.700000048,5.800000191,0,0,2.700000048,2.5,,0.100000001,0.100000001,0,0,0,0,0,0,0,0,4,195,7.800000191,15.80000019,13.30000019,0.300000012,0.079999998,0.079999998,0.479999989,0.200000003,0.360000014,1.5,1.200000048,1.203500032,0,14.5,0,0,0.090000004,,0.039999999,0.029999999,0.430000007,0.360000014,0.07,0.180000007,0.140000001,2,14,0,14.69999981,10
8,7220,"Angerjas, varske ","Eel / Anguille , fresh",Anguilla anguilla,Kala,"Kala (varske, kulmutatud, kuumtootlemata), Fish (fresh, frozen, uncooked), Рыба (свежая, замороженная, без термической обработки) , ",Toidu koostise andmebaas,1518.5,362.9219971,0,33,17.5,0,51.5,0.899999976,0,0,0,0,0,0,0,0,0,29.70000076,7.900000095,14.39999962,7.400000095,0,5.5,1.299999952,0.699999988,0.300000012,62.90000153,84,280,43,26,390,1,2.700000048,0,0,60,57,1.200000048,0.170000002,2500,2500,0,30,30,8,0,0.059999999,0.25,5.300000191,2.599999905,2.700000048,0.140000001,0.379999995,,12,4.400000095,0,210
9,8381,Annoona,Cherimoya / Custard apple ,Annona cherimola,Kerimoia,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,282.7999878,67.58920288,13.39999962,0.300000012,1.5,0,74.09999847,0.800000012,15.69999981,2.299999952,1.700000048,0.600000024,0,0,5.400000095,5.699999809,0,0.200000003,0.100000001,0,0.100000001,0,0,0,0,0.100000001,0,8,250,13,17,32,0.400000006,0.119999997,0.090000004,0.079999998,,1,,,0.207499996,0,2.5,0,0,0.270000011,,0.090000004,0.109999999,1.100000024,0.600000024,0.5,0.349999994,0.25999999,,23,0,15,20
10,3350,Apelsin,Orange,Citrus sinensis,-,"Tsitrusviljad, Citrus fruits, Цитрусовые , ",Toidu koostise andmebaas,180.5,43.13949966,8.5,0.100000001,1.100000024,0,86.09999847,0.5,10.19999981,1.700000048,0,3.900000095,0,0,2.200000048,2.400000095,0,0.059999999,0,0,0,0,0,0,0,0,0,5,150,47,10,21,0.100000001,0.100000001,0,0,2,1.200000048,1,3.599999905,3.901000023,0,47,0,0,0.239999995,0,0.109999999,0.039999999,0.5,0.400000006,0.100000001,0.370000005,0.100000001,1,31,0,54,12.5
11,3170,"Apelsin, koorega","Orange, with peel",Citrus sinensis,-,"Tsitrusviljad, Citrus fruits, Цитрусовые , ",Toidu koostise andmebaas,127.1999969,30.4008007,5.900000095,0.100000001,0.800000012,0,60.29999924,0.400000006,7.099999905,1.200000048,0,2.700000048,0,0,1.5,1.700000048,0,0.059999999,0,0,0,0,0,0,0,0,0,3,110,33,7,15,0.100000001,0.100000001,0,0,1,0.800000012,0.699999988,2.5,2.739000082,0,33,0,0,0.170000002,0.079999998,0.079999998,0.029999999,0.400000006,0.300000012,0.100000001,0.25999999,0.07,0.699999988,22,0,38,7.5
12,8375,Apelsinikoor,Orange zest / Orange peel,-,Apelsini koor,"Maitse-lohnaained ja essentsid, Flavourings and essences, Вкусовые добавки и ароматизаторы, эссенции , ",Toidu koostise andmebaas,362.5,86.63749695,14.39999962,0.200000003,1.5,0,72.5,0.800000012,25,10.60000038,,,0,,,,,0.100000001,0,0,0,0,0,0,0,0,0,3,212,161,22,21,0.800000012,0.25,0.090000004,,,1,,,21,0,250,0,0,0.25,,0.119999997,0.090000004,1.200000048,0.899999976,0.300000012,0.49000001,0.180000007,,30,0,136,7.5
13,8433,Aprikoos ,Apricot ,Prunus armeniaca,- ,"Luuviljalised - ploomid, kirsid, aprikoosid, nektariinid, mango jt., Stone fruits - plums, cherries, apricots, nectarines, mangos, etc., Косточковые - сливы, вишни, абрикосы, нектарины, манго и др., ",Toidu koostise andmebaas,155,37.04499817,7.199999809,0.100000001,0.899999976,0,87.19999695,0.699999988,8.899999619,1.700000048,0,4.599999905,0,0,1.600000024,0.899999976,0,0.07,0,0,0,0,0,0,0,0,0,2,270,15,11,20,0.5,0.100000001,0.059999999,0.100000001,0.5,1.299999952,12,17,33.61500168,0,405,0,0,0.75,3.299999952,0.039999999,0.050000001,0.600000024,0.5,0.100000001,0.239999995,0.079999998,,5,0,6,5
14,3080,"Aprikoos, konserveeritud, siirupis, vedelikuta","Apricots, canned, in syrup, drained",Prunus armeniaca ,Aprikoosikonserv,"Puuvilja- ja marjakonservid ja -kompotid, Fruit and berry preserves and compotes, Фруктовые и ягодные консервы и компоты , ",Toidu koostise andmebaas,291.3999939,69.64459991,16.10000038,0.100000001,0.400000006,0,80,0.379999995,17,0.899999976,0,3.700000048,0,0,6.699999809,5.800000191,0,0,0,0,0,0,0,0,0,0,0,10,150,19,5,8,0.200000003,0.100000001,0,0,7,0,12,10,67.23000336,0,810,0,0,0.899999976,3,0.01,0.01,0.400000006,0.300000012,0.100000001,0.059999999,0.059999999,0.400000006,2,0,5,25
15,3070,"Aprikoos, kuivatatud","Apricot, dried",Prunus armeniaca,- ,"Kuivatatud puuviljad ja marjad, Dried fruits and berries, Сушеные фрукты и ягоды  , ",Toidu koostise andmebaas,1083.699951,259.0039978,53.79999924,0.699999988,4.800000191,0,24,3.5,61.5,7.699999809,0,12.60000038,0,0,20.79999924,10,0,0.300000012,0,0.100000001,0.100000001,0,0,0,0.100000001,0,0,56,1880,92,65,120,4.099999905,0.699999988,0.400000006,0.400000006,2.700000048,7,80,120,53.53499985,0,645,0,0,4,3.099999905,0,0.200000003,3.599999905,3,0.600000024,0.699999988,0.170000002,1.899999976,14,0,0,140
16,3221,Arbuus ,Watermelon ,Citrullus lanatus,-,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,141.1000061,33.72290039,7.099999905,0.300000012,0.5,0,92.30000305,0.400000006,7.199999809,0.100000001,0,3.400000095,0,0,1.299999952,2.299999952,0,0.200000003,0,0.100000001,0.100000001,0,0,0,0.100000001,0,0,2,100,7,8,9,0.300000012,0.200000003,0,0,0,0,0,14,9.628000259,0,116,0,0,0.100000001,0.300000012,0.050000001,0.01,0.100000001,0.100000001,0,0.209999993,0.140000001,1,2,0,8,5
17,3220,"Arbuus, koorega","Watermelon, with rind",Citrullus lanatus,-,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,81.30000305,19.4307003,4,0.200000003,0.300000012,0,52.59999847,0.200000003,4.099999905,0.100000001,0,1.899999976,0,0,0.699999988,1.299999952,0,0.100000001,0,0,0.100000001,0,0,0,0.100000001,0,0,1,57,4,5,5,0.200000003,0.100000001,0,0,0,0,0,8,5.478000164,0,66,0,0,0.059999999,0.170000002,0.029999999,0.01,0.100000001,0.100000001,0,0.119999997,0.079999998,0.600000024,1,0,5,2.5
18,3250,Avokaado ,Avocado / Butter pear / Alligator pear,Persea americana,Pirnloorber / Alligaatorpirn,"Vilikoogiviljad - tomat, kurk, korvits, paprika jm., Fruiting vegetables - tomato, cucumber, pumpkin, pepper, etc., Плодоносящие овощи - помидоры, огурцы, тыквы, болгарский перец и т.п., ",Toidu koostise andmebaas,824.5,197.0559998,1.899999976,19.5,1.899999976,0,72.5,1.399999976,6.699999809,4.800000191,0,0.100000001,0,0,0.300000012,0.100000001,0.100000001,18.20000076,2.799999952,13,2.400000095,0,2.700000048,0.100000001,2.200000048,0.200000003,0,6,450,11,25,39,0.400000006,0.400000006,0.189999998,0.200000003,2,0,0.699999988,60,1.327999949,0,16,0,0,3.200000048,19,0.100000001,0.180000007,1.399999976,1.100000024,0.300000012,1.100000024,0.360000014,3.599999905,11,0,6,15
19,2310,Baklazaan,Aubergine / Eggplant / Brinjal,Solanum melongena,Pommu / Munataim,"Vilikoogiviljad - tomat, kurk, korvits, paprika jm., Fruiting vegetables - tomato, cucumber, pumpkin, pepper, etc., Плодоносящие овощи - помидоры, огурцы, тыквы, болгарский перец и т.п., ",Toidu koostise andmebaas,87.80000305,20.98419952,3.099999905,0.200000003,0.5,0,93.5,0.5,5.5,2.400000095,0.200000003,0.300000012,0,0,1.299999952,1.299999952,0,0.129999995,0,0,0.079999998,0,0,0,0.059999999,0,0,2,305,18,16,30.29999924,0.370000005,0.140000001,0.090000004,0.109999999,0.800000012,0.200000003,0.699999988,0.400000006,0.300000012,0,3.599999905,0,0,0.100000001,6,0.039999999,0.029999999,0.899999976,0.600000024,0.300000012,0.230000004,0.100000001,2.299999952,27,0,5,5
20,8444,"Bambusevorsed, konserveeritud, vedelikuta","Bamboo shoots, canned, drained",Phyllostachys spp.,Bambusvorsed,"Koogiviljakonservid, Canned vegetables, Овощные консервы , ",Toidu koostise andmebaas,58.40000153,13.95759964,0.699999988,0.200000003,1.5,0,95.5,0.200000003,2.400000095,1.700000048,0,0.300000012,0,0,,,0,0.200000003,0.100000001,0,0.100000001,0,0,0,0.079999998,0,0,4,530,13,3,39,0.400000006,0.649999976,0.109999999,0.157000005,,0.5,,,0.829999983,0,10,0,0,0.629999995,0,0.090000004,0.059999999,0.5,0.5,,0.092,0.140000001,,3,0,0,10
21,3360,Banaan,Banana,Musa acuminata Colla,-,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,434.7000122,103.8929977,23.20000076,0.300000012,1.200000048,0,75.09999847,0.800000012,24.29999924,1.100000024,2.299999952,11.10000038,0,0,4.800000191,5,0,0.200000003,0.100000001,0,0.100000001,0,0.100000001,0,0,0,0,1,400,6,34,28,0.300000012,0.200000003,0.100000001,0.400000006,8,1.399999976,2,10,1.743000031,0,21,0,0,0.270000011,0.059999999,0.039999999,0.059999999,0.899999976,0.699999988,0.200000003,0.360000014,0.289999992,2.599999905,14,0,11,2.5
22,3280,"Banaan, koorega","Banana, with peel",Musa acuminata Colla,-,"Troopilised, eksootilised puuviljad - banaan, ananass, viinamarjad, granaatoun, litsi jt., Tropical, exotic fruits - banana, pineapple, grapes, pomegranate, lychee, etc., Тропические, экзотические фрукты - банан, ананас, виноград, гранат, личи и т.д., ",Toidu koostise andmebaas,286.7000122,68.52130127,15.30000019,0.200000003,0.800000012,0,49.59999847,0.5,16,0.699999988,1.5,7.300000191,0,0,3.200000048,3.299999952,0,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,0,1,270,4,22,18,0.200000003,0.100000001,0.07,0.300000012,5,0.899999976,1.299999952,6.599999905,1.161999941,0,14,0,0,0.180000007,0,0.029999999,0.039999999,0.600000024,0.5,0.100000001,0.239999995,0.189999998,1.700000048,9,0,7,2.5
23,8382,"Banaan, kuivatatud","Banana, dried",Musa acuminata Colla,-,"Kuivatatud puuviljad ja marjad, Dried fruits and berries, Сушеные фрукты и ягоды  , ",Toidu koostise andmebaas,1155.400024,276.1409912,60.20000076,1,3,0,28,2.299999952,65.69999695,5.5,16.5,,0,,,,,0.699999988,0.400000006,0.100000001,0.200000003,0,0.300000012,0,0.100000001,0.100000001,0,8,1150,20,90,75,1.299999952,0.5,0.400000006,3.299999952,3,0.899999976,,,8.300000191,0,100,0,0,0.600000024,,0.100000001,0.180000007,2,2,,0.5,1.299999952,,70,0,4,20
24,8590,Barbeque kaste,Barbecue sauce,,,"Maitsekastmed (sh ketsup), maitsepastad, aadikas, Seasoning dressings (including ketchup), flavoured pastas, vinegar, Приправочные соусы (в т.ч. кетчуп), приправочные пасты, уксус , ",Toidu koostise andmebaas,607,145,33,0.400000006,0.600000024,0,70,3.099999905,34.20000076,1.200000048,0,17.10000038,0,0,4.300000191,3.799999952,,,0.079999998,0.039999999,0.200000003,,0.059999999,0.01,0.170000002,0.02,0,860,400,28,18,40,1,0.200000003,0.150000006,0.159999996,45,0.600000024,5,30,415,0,5000,0,,2.299999952,,0.039999999,0.050000001,0.800000012,0.600000024,,0.439999998,0.129999995,1.5,5,0,0,2150
25,8544,"Maguskartul, keedetud soolata","Sweet potato, boiled",Ipomoea batatas,Bataat,"Kartul varske ja kuumtoodeldud, Potatoes, fresh and cooked, Картофель свежий и термически обработанный , ",Toidu koostise andmebaas,498.4169922,119.1220016,24.82299995,0.617999971,1.648000002,0,68.27600098,1.133000016,28.01600075,3.193000078,20.08499908,3.296000004,0,0,0.824000001,0.617999971,0,0.40169999,0.226600006,0,0.175099999,0,0.226600006,0,0.164800003,0,0,4.119999886,370.7999878,22.65999985,18.54000092,40.16999817,0.679799974,0.40169999,0.133900002,0.247199997,2.471999884,1.853999972,0,0,675.3709717,0,8137,0,0,0.267800003,1.853999972,0.02472,0.02575,0.793099999,0.432599992,0.514999986,0.51293999,0.166859999,2.657399893,6.179999828,0,7.724999905,10.30000019
26,8542,"Maguskartul, toores","Sweet potato, raw ",Ipomoea batatas,Bataat,"Kartul varske ja kuumtoodeldud, Potatoes, fresh and cooked, Картофель свежий и термически обработанный , ",Toidu koostise andmebaas,483.8999939,115.6520004,24.10000038,0.600000024,1.600000024,0,69.19999695,1.100000024,27.20000076,3.099999905,19.5,3.200000048,0,0,0.800000012,0.600000024,0,0.400000006,0.219999999,0,0.170000002,0,0.219999999,0,0.159999996,0,0,4,360,22,18,39,0.660000026,0.389999986,0.129999995,0.239999995,2.400000095,1.799999952,,,655.7000122,0,7900,0,0,0.25999999,1.799999952,0.059999999,0.050000001,1.100000024,0.600000024,0.5,0.829999983,0.270000011,4.300000191,12,0,30,10
27,8250,Besee,Meringue,- ,- ,"Muud maiustused - sefiir, besee, halvaa, pastilaa, marmelaad, martsipan, jm., Other sweets - zephyr, meringue, halvah, pastille, marmalade, marzipan, etc., Прочие сладости (зефир, безе, халва, пастила, мармелад, марципан) , ",Toidu koostise andmebaas,1649,394.1109924,92.40000153,0,4.599999905,0,3,0.5,92.40000153,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,64,6,4,5,0,0,0.059999999,0,2,9,1,2.400000095,0,0,0,0,0,0,0.460000008,0,0.159999996,0.800000012,0,0.800000012,0.129999995,0,4.099999905,1,0,0,175
28,8631,"Biskviitpohi kakaoga, kupsetatud","Sponge cake, with cocoa",,,"Keeksid, muffinid, tordipohjad, Sponge cakes, muffins, sponge bases, Кексы, маффины, основы для торта , ",Toidu koostise andmebaas,1360,325,56.40000153,5.46999979,9.5,0,32.5,0.816999972,57.90000153,1.470000029,20.89999962,35.5,0,0,0.032400001,0.064800002,,,1.639999986,2.180000067,0.737999976,,1.110000014,0.507000029,0.558000028,0.0451,172,72.30000305,172,33.5,26.5,148,3.220000029,1,0.230000004,0.201000005,90,20,2.900000095,46,102.4899979,102,5.900000095,0.629999995,,1,,0.119999997,0.159999996,2.599999905,0.319999993,,0.790000021,0.066,8.199999809,22,1.100000024,0,180.75
29,8630,"Biskviitpohi, kupsetatud","Sponge cake, baked",-,Tordipohi / Biskviittaigen,"Keeksid, muffinid, tordipohjad, Sponge cakes, muffins, sponge bases, Кексы, маффины, основы для торта , ",Toidu koostise andmebaas,1331.050049,318.1210022,58.20000076,4.809999943,9.039999962,0,32.79999924,0.587000012,59.40000153,1.25,22.60000038,35.5,0,0,0.035799999,0.071599998,,,1.230000019,1.950000048,0.741999984,,0.933000028,0.270999998,0.559000015,0.047400001,172,71.69999695,112,30.10000038,13.30000019,130,2.980000019,0.912,0.109999999,0.191,90,20,0.939999998,4.699999809,102.4899979,102,5.900000095,0.629999995,,1,,0.189999998,0.219999999,3.099999905,0.340000004,,0.970000029,0.082000002,9.600000381,29,1.100000024,0,179.25
30,8638,"Biskviittaigen kakaoga, kupsetamata","Sponge cake batter, with cocoa, unbaked",,Biskviittainas,"Taignapulbrid ja taignad, Pastry mixtures and doughs, Мучные смеси для приготовления теста и различные виды теста , ",Toidu koostise andmebaas,1170,279,48.5,4.710000038,8.170000076,0,32.5,0.702000022,49.79999924,1.25999999,18,30.5,0,0,0.027899999,0.055799998,,,1.409999967,1.879999995,0.63499999,,0.952000022,0.43599999,0.479999989,0.038800001,148,62.09999847,148,28.79999924,22.79999924,128,2.769999981,0.862999976,0.200000003,0.172000006,77,17,2.5,39,88.12159729,87.69999695,5.079999924,0.540000021,,0.879999995,,0.150000006,0.189999998,2.700000048,0.330000013,,0.850000024,0.07,8.800000191,25,0.959999979,0,155.25
31,8637,"Biskviittaigen, kupsetamata",Sponge cake batter,,Biskviittainas,"Taignapulbrid ja taignad, Pastry mixtures and doughs, Мучные смеси для приготовления теста и различные виды теста , ",Toidu koostise andmebaas,1160,278,50,4.139999866,7.78000021,0,32.79999924,0.504999995,51.09999847,1.080000043,19.39999962,30.5,0,0,0,0.061500002,,,1.049999952,1.679999948,0.638000011,,0.801999986,0.232999995,0.481000006,0.040800001,148,61.70000076,96.5,25.89999962,11.5,112,2.559999943,0.785000026,0.092,0.164000005,78,17,0.810000002,4.099999905,88.12159729,87.69999695,5.079999924,0.540000021,,0.889999986,,0.159999996,0.189999998,2.700000048,0.300000012,,0.829999983,0.071000002,8.300000191,25,0.959999979,0,154.25
32,6579,"Kanarinnak, nahaga, toores (tuup 'Tallegg')","Chicken breast, meat and skin, raw (type 'Tallegg')",Gallus domesticus,"Broileririnnak / Kanarind, nahaga / Broilerirind / Kanaliha / Broileriliha","Kanaliha, Chicken, Мясо курицы , ",Toidu koostise andmebaas,514.5999756,122.9889984,0.800000012,3.799999952,21.20000076,0,72,1.299999952,0.800000012,0,,,,,,,,3.5,1.100000024,1.600000024,0.800000012,0,0.800000012,0.200000003,0.699999988,0,69,58,371,11,27,198,0.899999976,0.800000012,0,0,5,5,3.799999952,4,24,24,0,0.400000006,,0.600000024,0,0.189999998,0.150000006,16,12,3.900000095,0.839999974,0.819999993,2,11,0.280000001,0,145
33,6951,"Kanakoib, nahata, kondiga, toores","Broiler leg, meat only, with bones, raw",Gallus domesticus,Broilerikoib,"Kanaliha, Chicken, Мясо курицы , ",Toidu koostise andmebaas,324.5,77.55549622,0,2.200000048,14.30000019,0,43.20000076,0.600000024,0,0,0,0,0,0,0,0,0,1.799999952,0.600000024,0.699999988,0.5,0,0.400000006,0.100000001,0.400000006,0,60,51,222,4,14,63,0.460000008,1,0,0,3.400000095,8,1.600000024,2.200000048,11.39999962,11.39999962,0,0.059999999,,0.100000001,0,0.079999998,0.119999997,5.5,3.200000048,2.299999952,0.629999995,0.159999996,1.700000048,5.099999905,0.569999993,0,127.5
34,8385,"Brokoli, kulmutatud","Broccoli, frozen",Brassica oleracea var. italica,Brokkoli / Spargelkapsas / Asparkapsas,"Kapsad (sh hapukapsas), Cabbage (including sauerkraut), Капуста (в т. ч. квашеная капуста) , ",Toidu koostise andmebaas,128.5500031,30.72340012,2.349999905,0.340000004,3.059999943,0,90.59999847,0.699999988,5.349999905,3,0.100000001,0.200000003,0,0,0.5,0.800000012,0,0.238000005,0,0,0.162,0,0,0,0,0.125,0,17,250,41,16,59,0.720000029,0.340000004,0,0.256000012,2,1.899999976,,,33,0,400,0,0,1.399999976,100,0.071999997,0.109999999,1.100000024,0.5,0.600000024,0.239999995,0.170000002,,94,0,68.30000305,42.5
35,8579,"Kuskuss, keedetud","Couscous, cooked",-,Kuskus,"Nisutooted - manna, kuskuss, bulgur, Wheat products – semolina, couscous, bulgur, Продукты на основе пшеницы - манна, кускус, булгур , ",Toidu koostise andmebaas,695.2999878,166.177002,34.70000076,0.800000012,3.799999952,0,62.09999847,0.300000012,36.09999847,1.399999976,34.59999847,,0,,,,,0.600000024,0.200000003,0.100000001,0.300000012,0,0.100000001,0,0.300000012,0,0,73,104,15.19999981,17.5,113,0.699999988,0.560000002,0.150000006,0.330000013,1.799999952,28,,,0,0,0,0,0,0.039999999,0.100000001,0.150000006,0.039999999,2.599999905,1.799999952,0.800000012,0.230000004,0.140000001,,30,0,0,182.5
36,3270,"Datlid, kuivatatud","Dates, dried",Phoenix dactylifera,Dattel,"Kuivatatud puuviljad ja marjad, Dried fruits and berries, Сушеные фрукты и ягоды  , ",Toidu koostise andmebaas,1251.5,299.1090088,68,0.200000003,3.299999952,0,14.60000038,1.799999952,72,4,0,0,0,0,35.40000153,32.59999847,0,0,0,0,0,0,0,0,0,0,0,10,700,45,41,60,1.299999952,0.400000006,0.25999999,0.300000012,1,2,29,33,3.319999933,0,40,0,0,0.050000001,2.700000048,0.07,0.090000004,3.299999952,1.799999952,1.5,0.779999971,0.189999998,0,13,0,0,25
37,8435,Datlid,Dates,Phoenix dactylifera,Dattel,"Luuviljalised - ploomid, kirsid, aprikoosid, nektariinid, mango jt., Stone fruits - plums, cherries, apricots, nectarines, mangos, etc., Косточковые - сливы, вишни, абрикосы, нектарины, манго и др., ",Toidu koostise andmebaas,575.7000122,137.5919952,31.29999924,0.100000001,1.5,0,60.70000076,0.74000001,33.09999847,1.799999952,0,0,0,0,16.20000076,15.10000038,0,0.079999998,0,0,0,0,0,0,0,0,0,7,410,24,24,28,0.300000012,0.200000003,0.119999997,0.200000003,0.829999983,1,37,15,1.493999958,0,18,0,0,,5.599999905,0.059999999,0.07,1.399999976,0.699999988,0.699999988,0.209999993,0.119999997,0,25,0,14,17.5
